LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,22,,1,0.0,HARD,True,0,0 days 01:17:44.741000,0.0,,0.0,
,10,,1,1.0,,,,0 days 01:17:44.741000,,,,
,31,,1,0.0,HARD,True,0,0 days 01:17:49.745000,0.0,,0.0,
,7,,1,0.0,HARD,True,0,0 days 01:17:54.746000,0.0,,0.0,
,5,,1,10.0,,,,0 days 01:17:54.746000,,,,
,81,,0,12.0,,,,0 days 01:18:39.746000,,,,
,63,,0,12.0,,,,0 days 01:18:44.746000,,,,
,4,,0,12.0,,,,0 days 01:18:44.746000,,,,
,44,,0,12.0,,,,0 days 01:18:49.749000,,,,
,16,,0,12.0,,,,0 days 01:18:49.749000,,,,
,1,,0,12.0,,,,0 days 01:18:54.752000,,,,
,12,,0,12.0,,,,0 days 01:18:59.774000,,,,
,23,,0,12.0,,,,0 days 01:18:59.774000,,,,
,6,,0,12.0,,,,0 days 01:19:04.747000,,,,
,18,,0,12.0,,,,0 days 01:19:04.747000,,,,
,55,,0,12.0,,,,0 days 01:19:04.747000,,,,
,87,,0,12.0,,,,0 days 01:19:04.747000,,,,
12.0,30,0 days 00:01:38.927000,0,,,,,0 days 01:19:05.822000,,,,
,30,,0,12.0,,,,0 days 01:19:09.762000,,,,
12.0,27,0 days 00:01:39.459000,0,,,,,0 days 01:19:11.913000,,,,
,27,,0,12.0,,,,0 days 01:19:14.748000,,,,
,22,,1,1.0,,,,0 days 01:19:19.758000,,,,
,31,,1,1.0,,,,0 days 01:19:19.758000,,,,
,6,,1,0.0,HARD,True,0,0 days 01:19:24.766000,0.0,,0.0,
,12,,1,0.0,HARD,True,0,0 days 01:19:24.766000,0.0,,0.0,
,10,,1,2.0,,,,0 days 01:19:24.766000,,,,
,10,,0,,,,,0 days 01:19:24.801000,0.0,,,
12.0,10,0 days 00:01:37.840000,1,,,,,0 days 01:19:24.801000,1.0,,,
,7,,1,1.0,,,,0 days 01:19:29.767000,,,,
,5,,1,11.0,,,,0 days 01:19:34.772000,,,,
,81,,0,13.0,,,,0 days 01:20:19.775000,,,,
,4,,0,13.0,,,,0 days 01:20:19.775000,,,,
,63,,0,13.0,,,,0 days 01:20:24.766000,,,,
,44,,0,13.0,,,,0 days 01:20:29.773000,,,,
,16,,0,13.0,,,,0 days 01:20:29.773000,,,,
13.0,23,0 days 00:01:38.311000,0,,,,,0 days 01:20:37.107000,,,,
,1,,0,13.0,,,,0 days 01:20:39.775000,,,,
,23,,0,13.0,,,,0 days 01:20:39.775000,,,,
,18,,0,13.0,,,,0 days 01:20:44.775000,,,,
,55,,0,13.0,,,,0 days 01:20:44.775000,,,,
,87,,0,13.0,,,,0 days 01:20:44.775000,,,,
,30,,0,13.0,,,,0 days 01:20:49.775000,,,,
,44,,1,0.0,HARD,True,0,0 days 01:20:54.775000,0.0,,0.0,
,27,,0,13.0,,,,0 days 01:20:54.775000,,,,
,1,,1,0.0,HARD,True,0,0 days 01:20:59.783000,0.0,,0.0,
,6,,1,1.0,,,,0 days 01:20:59.783000,,,,
,12,,1,1.0,,,,0 days 01:20:59.783000,,,,
,22,,1,2.0,,,,0 days 01:20:59.783000,,,,
,31,,1,2.0,,,,0 days 01:20:59.783000,,,,
,10,,1,3.0,,,,0 days 01:20:59.783000,,,,
,22,,0,,,,,0 days 01:21:00.058000,0.0,,,
13.0,22,0 days 00:01:38.122000,1,,,,,0 days 01:21:00.058000,1.0,,,
,31,,0,,,,,0 days 01:21:00.058000,0.0,,,
13.0,31,0 days 00:01:37.837000,1,,,,,0 days 01:21:00.058000,1.0,,,
,7,,1,2.0,,,,0 days 01:21:04.775000,,,,
,7,,0,,,,,0 days 01:21:04.873000,0.0,,,
13.0,7,0 days 00:01:37.762000,1,,,,,0 days 01:21:04.873000,1.0,,,
,5,,1,12.0,,,,0 days 01:21:14.775000,,,,
,81,,0,14.0,,,,0 days 01:21:59.784000,,,,
,4,,0,14.0,,,,0 days 01:21:59.784000,,,,
,16,,0,14.0,,,,0 days 01:22:04.776000,,,,
,63,,0,14.0,,,,0 days 01:22:09.776000,,,,
,23,,0,14.0,,,,0 days 01:22:19.774000,,,,
,18,,0,14.0,,,,0 days 01:22:19.774000,,,,
14.0,87,0 days 00:01:39.012000,0,,,,,0 days 01:22:22.284000,,,,
14.0,30,0 days 00:01:38.801000,0,,,,,0 days 01:22:23.702000,,,,
,81,,1,0.0,HARD,True,0,0 days 01:22:24.792000,0.0,,0.0,
,55,,0,14.0,,,,0 days 01:22:24.792000,,,,
,87,,0,14.0,,,,0 days 01:22:24.792000,,,,
,30,,0,14.0,,,,0 days 01:22:24.792000,,,,
,63,,1,0.0,HARD,True,0,0 days 01:22:29.800000,0.0,,0.0,
,44,,1,1.0,,,,0 days 01:22:29.800000,,,,
,1,,1,1.0,,,,0 days 01:22:34.801000,,,,
,27,,0,14.0,,,,0 days 01:22:34.801000,,,,
,6,,1,2.0,,,,0 days 01:22:39.794000,,,,
,12,,1,2.0,,,,0 days 01:22:39.794000,,,,
,22,,1,3.0,,,,0 days 01:22:39.794000,,,,
,31,,1,3.0,,,,0 days 01:22:39.794000,,,,
,10,,1,4.0,,,,0 days 01:22:39.794000,,,,
,6,,0,,,,,0 days 01:22:39.875000,0.0,,,
14.0,6,0 days 00:01:37.871000,1,,,,,0 days 01:22:39.875000,1.0,,,
14.0,12,0 days 00:01:39.226000,1,,,,,0 days 01:22:39.875000,,,,
,7,,1,3.0,,,,0 days 01:22:44.794000,,,,
,5,,1,13.0,,,,0 days 01:22:54.795000,,,,
,4,,0,15.0,,,,0 days 01:23:44.795000,,,,
,16,,0,15.0,,,,0 days 01:23:49.797000,,,,
