LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,4,,1,0.0,UNKNOWN,False,1,0 days 00:36:56.814000,0.0,,0.0,
,4,,1,,SOFT,True,0,0 days 00:37:01.814000,,,,
,12,,1,8.0,,,,0 days 00:37:21.827000,,,,
,12,,2,0.0,SOFT,True,0,0 days 00:37:21.827000,0.0,,0.0,
,30,,1,1.0,,,,0 days 00:37:21.827000,,,,
,18,,1,1.0,,,,0 days 00:37:41.814000,,,,
,22,,0,6.0,,,,0 days 00:37:51.832000,,,,
,22,,1,0.0,SOFT,True,0,0 days 00:37:51.832000,0.0,,0.0,
,14,,1,1.0,,,,0 days 00:37:56.814000,,,,
,6,,0,9.0,,,,0 days 00:38:11.829000,,,,
,6,,1,0.0,UNKNOWN,False,1,0 days 00:38:11.829000,0.0,,0.0,
,6,,1,,SOFT,True,0,0 days 00:38:16.830000,,,,
,10,,0,8.0,,,,0 days 00:38:16.830000,,,,
,31,,0,9.0,,,,0 days 00:38:21.830000,,,,
,63,,1,1.0,,,,0 days 00:38:21.830000,,,,
,10,,1,0.0,SOFT,True,0,0 days 00:38:26.831000,0.0,,0.0,
,81,,0,8.0,,,,0 days 00:38:26.831000,,,,
,31,,1,0.0,SOFT,True,0,0 days 00:38:31.839000,0.0,,0.0,
,4,,1,1.0,,,,0 days 00:38:36.846000,,,,
,81,,1,0.0,SOFT,True,0,0 days 00:38:36.846000,0.0,,0.0,
,30,,1,2.0,,,,0 days 00:38:41.848000,,,,
,55,,1,8.0,,,,0 days 00:38:41.848000,,,,
,30,,0,,,,,0 days 00:38:42.065000,0.0,,,
10.0,30,0 days 00:01:18.253000,1,,,,,0 days 00:38:42.065000,1.0,,,
,55,,2,0.0,SOFT,True,0,0 days 00:38:46.849000,0.0,,0.0,
,5,,0,9.0,,,,0 days 00:38:56.849000,,,,
,5,,1,0.0,UNKNOWN,False,1,0 days 00:38:56.849000,0.0,,0.0,
,5,,1,,SOFT,True,0,0 days 00:39:01.910000,,,,
,14,,1,2.0,,,,0 days 00:39:11.849000,,,,
,14,,0,,,,,0 days 00:39:12.101000,0.0,,,
8.0,14,0 days 00:01:17.330000,1,,,,,0 days 00:39:12.101000,1.0,,,
,12,,2,1.0,,,,0 days 00:39:16.850000,,,,
,18,,1,2.0,,,,0 days 00:39:31.863000,,,,
8.0,18,0 days 00:01:48.599000,1,,,,,0 days 00:39:32.182000,,,,
,22,,1,1.0,,,,0 days 00:39:36.864000,,,,
,63,,1,2.0,,,,0 days 00:39:36.864000,,,,
,63,,0,,,,,0 days 00:39:37.149000,0.0,,,
10.0,63,0 days 00:01:17.282000,1,,,,,0 days 00:39:37.149000,1.0,,,
